Rank,Team,Record,Rating,Normalized,Conference
87,Colorado,3-9,-66.97,-0.094,Big 12
88,Texas State,6-6,-73.17,-0.102,Sun Belt
89,Miami (OH),7-6,-74.83,-0.105,Mid-American
90,Army,6-5,-79.15,-0.111,American Athletic
91,North Carolina,4-8,-80.75,-0.113,ACC
92,Syracuse,3-9,-83.93,-0.117,ACC
93,Louisiana Tech,7-5,-91.41,-0.128,Conference USA
94,Western Kentucky,8-4,-92.31,-0.129,Conference USA
95,Temple,5-7,-109.85,-0.154,American Athletic
96,Central Michigan,7-5,-126.53,-0.177,Mid-American
97,Troy,8-5,-127.46,-0.178,Sun Belt
98,Florida Atlantic,4-8,-133.1,-0.186,American Athletic
99,Marshall,5-7,-137.11,-0.192,Sun Belt
100,Air Force,4-8,-140.44,-0.197,Mountain West
101,Florida International,7-5,-146.77,-0.205,Conference USA
102,Southern Miss,7-5,-147.34,-0.206,Sun Belt
103,Missouri State,7-5,-152.04,-0.213,Conference USA
104,Jacksonville State,8-5,-155.84,-0.218,Conference USA
105,Oklahoma State,1-11,-175.56,-0.246,Big 12
106,Arkansas State,6-6,-183.32,-0.256,Sun Belt
107,Oregon State,2-10,-184.08,-0.258,Pac-12
108,UAB,4-8,-184.34,-0.258,American Athletic
109,Liberty,4-8,-184.75,-0.258,Conference USA
110,Buffalo,5-7,-189.32,-0.265,Mid-American
111,Tulsa,4-8,-192.64,-0.27,American Athletic
112,Louisiana,6-6,-192.96,-0.27,Sun Belt
113,Georgia Southern,6-6,-193.04,-0.27,Sun Belt
114,South Alabama,4-8,-195.36,-0.273,Sun Belt
115,Delaware,6-6,-203.93,-0.285,Conference USA
116,Wyoming,4-8,-205.5,-0.288,Mountain West
117,Bowling Green,4-8,-213.18,-0.298,Mid-American
118,App State,5-7,-225.24,-0.315,Sun Belt
119,Rice,5-7,-234.86,-0.329,American Athletic
120,San José State,3-9,-236.21,-0.331,Mountain West
121,Coastal Carolina,6-6,-238.51,-0.334,Sun Belt
122,Kent State,5-7,-243.13,-0.34,Mid-American
123,Colorado State,2-10,-244.27,-0.342,Mountain West
124,Eastern Michigan,4-8,-244.55,-0.342,Mid-American
125,Nevada,3-9,-249.2,-0.349,Mountain West
126,Northern Illinois,3-9,-257.44,-0.36,Mid-American
127,Akron,5-7,-260.64,-0.365,Mid-American
128,New Mexico State,4-8,-278.46,-0.39,Conference USA
129,UTEP,2-10,-306.98,-0.43,Conference USA
130,Georgia State,1-11,-307.9,-0.431,Sun Belt
131,Ball State,4-8,-318.89,-0.446,Mid-American
132,Middle Tennessee,3-9,-329.14,-0.461,Conference USA
133,UL Monroe,3-9,-341.96,-0.478,Sun Belt
134,Charlotte,1-11,-393.31,-0.55,American Athletic
135,Sam Houston,2-10,-464.11,-0.649,Conference USA
136,Massachusetts,0-12,-559.85,-0.783,Mid-American
